Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Background
1929,,,,,,,,Oct.1929,"Print, Photographic","Photo taken in Oct 1929 of the Servos Farm Out-Building. The property is located on Palatine Hill, near the intersection of Lakeshore Rd and Four Mile Creek Rd. The property was abandoned in the late 1930's when Mary Servos Snider died.The Servos family was living during the late 1600s in the German Palatinate area. The patriarch of the North American family arrived in the Province of New York on the Charlotte River in 1726 with a letter of introduction. During the American Revolution, four Servos brothers remained loyal to the Crown with 2 brothers, Captain Daniel and Lieutenant Jacob serving with the British Indian Department. They and their families arrived at Niagara as refuges in the early 1780s with only a few possessions. Daniel operated grist and sawmills as well as a general store on the Four Mile Creek where he erected his home, Palatine Hill, the earliest surviving house in Niagara until it burned in the 1950's.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/002/2002044074.jpg,,2002.044.074,https://s3.amazonaws.com/pastperfectonline/images/museum_74/002/thumbs/2002044074.jpg,,"Servos, Palatine Hill",
1929,,,,,,,,Oct.1929,"Print, Photographic","Photo taken in Oct 1929 of the Servos Farm property, located on Palatine Hill, near the intersection of Lakeshore Rd and Four Mile Creek Rd. Photo of a sundial on a stone base with a portion of the side of the Servos house built in 1783 in the background. The property was abandoned in the late 1930's when Mary Servos Snider died. The house was burned to ground in 1952 as a Halloween prank.The Servos family was living during the late 1600s in the German Palatinate area. The patriarch of the North American family arrived in the Province of New York on the Charlotte River in 1726 with a letter of introduction. During the American Revolution, four Servos brothers remained loyal to the Crown with 2 brothers, Captain Daniel and Lieutenant Jacob serving with the British Indian Department. They and their families arrived at Niagara as refuges in the early 1780s with only a few possessions. Daniel operated grist and sawmills as well as a general store on the Four Mile Creek where he erected his home, Palatine Hill, the earliest surviving house in Niagara until it burned in the 1950's.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/002/2002044075.jpg,,2002.044.075,https://s3.amazonaws.com/pastperfectonline/images/museum_74/002/thumbs/2002044075.jpg,,"Servos, Palatine Hill",
1929,,,,,,,,Oct.1929,"Print, Photographic","Photo taken in Oct 1929 of a Servos Farm Out-Building. The property was located on Palatine Hill, near the intersection of Lakeshore Rd and Four Mile Creek Rd.Note the well and pump in the foreground of the photo. The property was abandoned in the late 1930's when Mary Servos Snider died.The Servos family was living during the late 1600s in the German Palatinate area. The patriarch of the North American family arrived in the Province of New York on the Charlotte River in 1726 with a letter of introduction. During the American Revolution, four Servos brothers remained loyal to the Crown with 2 brothers, Captain Daniel and Lieutenant Jacob serving with the British Indian Department. They and their families arrived at Niagara as refuges in the early 1780s with only a few possessions. Daniel operated grist and sawmills as well as a general store on the Four Mile Creek where he erected his home, Palatine Hill, the earliest surviving house in Niagara until it burned in the 1950's.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/002/2002044076.jpg,,2002.044.076,https://s3.amazonaws.com/pastperfectonline/images/museum_74/002/thumbs/2002044076.jpg,,"Servos, Palatine Hill",
1929,,,,,,,,Oct.1929,"Print, Photographic","Photo taken in Oct 1929 of a Servos Farm Out-Building. The property located on Palatine Hill, near the intersection of Lakeshore Rd and Four Mile Creek Rd. The property was abandoned in the late 1930's when Mary Servos Snider died.The Servos family was living during the late 1600s in the German Palatinate area. The patriarch of the North American family arrived in the Province of New York on the Charlotte River in 1726 with a letter of introduction. During the American Revolution, four Servos brothers remained loyal to the Crown with 2 brothers, Captain Daniel and Lieutenant Jacob serving with the British Indian Department. They and their families arrived at Niagara as refuges in the early 1780s with only a few possessions. Daniel operated grist and sawmills as well as a general store on the Four Mile Creek where he erected his home, Palatine Hill, the earliest surviving house in Niagara until it burned in the 1950's.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/002/2002044077.jpg,,2002.044.077,https://s3.amazonaws.com/pastperfectonline/images/museum_74/002/thumbs/2002044077.jpg,,"Servos, Palatine Hill",
1806,,,,,,,,10/4/1806,Account,"A letter from John Glen to William Dickson dated October 4, 1806. William Dickson was a businessman and lawyer who lived in the Niagara region. He was born in Scotland and moved to the Niagara peninsula in 1785 and was part of the selling of Six Nations lands in 1793, acting as the agent for Joseph Brant and working with Samuel Street.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/072/2004029011.jpg,,2004.029.011,https://s3.amazonaws.com/pastperfectonline/images/museum_74/072/thumbs/2004029011.jpg,,,
1892,,,,,,,,10/24/1892,Bylaw Declarations and Votes,"Documents are all linked to the Electric Company of Niagara-on-the-Lake Bylaws that were issued on October 24, 1892. Document explains the details of the Bylaw, the number of people who voted for and against it.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/071/2012001028-38.jpg,,2012.001.028,https://s3.amazonaws.com/pastperfectonline/images/museum_74/071/thumbs/2012001028-38.jpg,,Electric Light Bylaw,
1929,,,,,,,,Oct 17th 1929.,"Print, Photographic","Photo taken in Oct 1929 of the Servos Barn, located on Palatine Hill, near the intersection of Lakeshore Rd and Four Mile Creek Rd. The property was abandoned in the late 1930's when Mary Servos Snider died. The house was burned to the ground in 1952 as a Halloween prank.The Servos family was living during the late 1600s in the German Palatinate area. The patriarch of the North American family arrived in the Province of New York on the Charlotte River in 1726 with a letter of introduction. During the American Revolution, four Servos brothers remained loyal to the Crown with 2 brothers, Captain Daniel and Lieutenant Jacob serving with the British Indian Department. They and their families arrived at Niagara as refuges in the early 1780s with only a few possessions. Daniel operated grist and sawmills as well as a general store on the Four Mile Creek where he erected his home, Palatine Hill, the earliest surviving house in Niagara until it burned in the 1950's.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/002/2002044069.jpg,,2002.044.069,https://s3.amazonaws.com/pastperfectonline/images/museum_74/002/thumbs/2002044069.jpg,,"Servos, Palatine Hill",
1804,,,,,,,,"Novemer 13, 1804",Indenture,"This is a copy of an indenture between Adam Conckle, or Konkle, and John McFarland on property in the Township of Beverly for 200 acres.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/019/98956832.jpg,,989.5.683.2,https://s3.amazonaws.com/pastperfectonline/images/museum_74/019/thumbs/98956832.jpg,,"propertyacres, Township of Beverlydeed of sale",
1864,,,,,,,,11/8/1864,Letter,This letter is a message that John McFarland (McFarlane) owes to the estate of William Willson.,https://s3.amazonaws.com/pastperfectonline/images/museum_74/091/9895672.jpg,,989.5.672,https://s3.amazonaws.com/pastperfectonline/images/museum_74/091/thumbs/9895672.jpg,,debtestate,
1840,,,,,,,,11/8/1840,Letter,"Document is a letter addressed to Mary Crooks from Thomas Street, stating that he will not pay the taxes on her home in Niagara in which she rents to a tenant. Mary Crooks was the wife of John Crooks, who was a merchant and postmaster in Niagara who passed away on March 31, 1833, becoming the first person to be buried near St. Andrew's Church.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/071/2012012048-2.jpg,,2012.012.048,https://s3.amazonaws.com/pastperfectonline/images/museum_74/071/thumbs/2012012048-2.jpg,,Chippawa,
